signal_id,direction,signal_bar_utc,decision_utc,initial_entry,initial_sl,initial_tp,signal_ema,signal_adx,status,signal_bar_utc_chart_label,decision_utc_chart_label
31,SELL,2026-05-14 23:00:00+00:00,2026-05-14 23:15:00+00:00,4659.06,4669.3,4648.82,4682.6653914936505,39.18276190808433,CANCELLED,2026.05.15 02:00:00,2026.05.15 02:15:00
32,SELL,2026-05-14 23:30:00+00:00,2026-05-14 23:45:00+00:00,4651.32,4659.06,4643.58,4680.524372059587,43.391626637764226,SL,2026.05.15 02:30:00,2026.05.15 02:45:00
33,SELL,2026-05-15 03:45:00+00:00,2026-05-15 04:00:00+00:00,4630.75,4653.72,4607.78,4669.415075100674,50.997321785446914,CANCELLED,2026.05.15 06:45:00,2026.05.15 07:00:00
34,SELL,2026-05-15 09:00:00+00:00,2026-05-15 09:15:00+00:00,4573.38,4595.36,4551.4,4635.489873217466,62.51046927310272,CANCELLED,2026.05.15 12:00:00,2026.05.15 12:15:00
35,BUY,2026-05-15 14:15:00+00:00,2026-05-15 14:30:00+00:00,4560.89,4549.69,4572.09,4598.337686275478,46.13279955428747,CANCELLED,2026.05.15 17:15:00,2026.05.15 17:30:00
36,SELL,2026-05-18 18:00:00+00:00,2026-05-18 18:15:00+00:00,4549.07,4569.22,4528.92,4549.777507157434,19.820046781702022,CANCELLED,2026.05.18 21:00:00,2026.05.18 21:15:00
37,BUY,2026-05-18 20:15:00+00:00,2026-05-18 20:30:00+00:00,4548.14,4534.89,4561.39,4548.650785119858,14.755903255778907,CANCELLED,2026.05.18 23:15:00,2026.05.18 23:30:00
38,SELL,2026-05-19 07:30:00+00:00,2026-05-19 07:45:00+00:00,4543.23,4549.57,4536.89,4556.135751072034,25.74024745243084,TP,2026.05.19 10:30:00,2026.05.19 10:45:00
39,SELL,2026-05-19 16:45:00+00:00,2026-05-19 17:00:00+00:00,4495.65,4537.45,4453.85,4540.376063571064,22.903989259401857,CANCELLED,2026.05.19 19:45:00,2026.05.19 20:00:00
40,SELL,2026-05-20 04:45:00+00:00,2026-05-20 05:00:00+00:00,4476.95,4506.17,4447.73,4502.321998494254,28.681155624736604,CANCELLED,2026.05.20 07:45:00,2026.05.20 08:00:00
41,BUY,2026-05-21 04:30:00+00:00,2026-05-21 04:45:00+00:00,4557.41,4541.86,4572.96,4529.2585961002,42.864253002232815,CANCELLED,2026.05.21 07:30:00,2026.05.21 07:45:00
42,BUY,2026-05-21 11:30:00+00:00,2026-05-21 11:45:00+00:00,4529.22,4514.18,4544.26,4529.936026409392,17.394765051691827,CANCELLED,2026.05.21 14:30:00,2026.05.21 14:45:00
43,BUY,2026-05-21 20:45:00+00:00,2026-05-21 21:00:00+00:00,4538.77,4514.54,4563.0,4521.797071421086,22.831178398496093,CANCELLED,2026.05.21 23:45:00,2026.05.22 00:00:00
44,BUY,2026-05-22 07:00:00+00:00,2026-05-22 07:15:00+00:00,4526.52,4519.21,4533.83,4529.414144678261,23.589714899045756,SL,2026.05.22 10:00:00,2026.05.22 10:15:00
45,SELL,2026-05-22 22:30:00+00:00,2026-05-22 22:45:00+00:00,4509.04,4516.04,4502.04,4518.764617056708,10.47549852072863,CANCELLED,2026.05.23 01:30:00,2026.05.23 01:45:00
46,SELL,2026-05-25 11:45:00+00:00,2026-05-25 12:00:00+00:00,4557.86,4565.07,4550.65,4550.873666504163,14.694616278992656,CANCELLED,2026.05.25 14:45:00,2026.05.25 15:00:00
47,BUY,2026-05-25 13:00:00+00:00,2026-05-25 13:15:00+00:00,4564.59,4555.49,4573.69,4552.923077035422,15.146918137006576,CANCELLED,2026.05.25 16:00:00,2026.05.25 16:15:00
48,SELL,2026-05-25 21:00:00+00:00,2026-05-25 21:15:00+00:00,4566.8,4574.66,4558.94,4563.2065049521425,15.637030495290976,CANCELLED,2026.05.26 00:00:00,2026.05.26 00:15:00
49,SELL,2026-05-26 06:00:00+00:00,2026-05-26 06:15:00+00:00,4534.75,4539.04,4530.46,4556.391578420035,40.52793502451402,CANCELLED,2026.05.26 09:00:00,2026.05.26 09:15:00
50,SELL,2026-05-26 15:00:00+00:00,2026-05-26 15:15:00+00:00,4515.65,4532.78,4498.52,4535.3648886715055,23.826918421911945,CANCELLED,2026.05.26 18:00:00,2026.05.26 18:15:00
51,SELL,2026-05-26 21:15:00+00:00,2026-05-26 21:30:00+00:00,4493.4,4501.68,4485.12,4519.151914004475,26.94056669610694,CANCELLED,2026.05.27 00:15:00,2026.05.27 00:30:00
52,SELL,2026-05-27 05:00:00+00:00,2026-05-27 05:15:00+00:00,4510.59,4521.1,4500.08,4514.1718160982955,25.184300141172976,CANCELLED,2026.05.27 08:00:00,2026.05.27 08:15:00
53,SELL,2026-05-27 16:30:00+00:00,2026-05-27 16:45:00+00:00,4421.34,4448.19,4394.49,4477.471574754834,37.58776226311664,CANCELLED,2026.05.27 19:30:00,2026.05.27 19:45:00
54,BUY,2026-05-27 19:45:00+00:00,2026-05-27 20:00:00+00:00,4445.27,4434.19,4456.35,4464.597486344973,20.784915485516898,CANCELLED,2026.05.27 22:45:00,2026.05.27 23:00:00
55,SELL,2026-05-28 07:00:00+00:00,2026-05-28 07:15:00+00:00,4379.41,4394.53,4364.29,4436.349294270596,40.51170928802912,CANCELLED,2026.05.28 10:00:00,2026.05.28 10:15:00
56,BUY,2026-05-28 19:45:00+00:00,2026-05-28 20:00:00+00:00,4497.73,4477.68,4517.78,4432.431483821063,46.88664905525784,CANCELLED,2026.05.28 22:45:00,2026.05.28 23:00:00
57,SELL,2026-05-28 22:00:00+00:00,2026-05-28 22:15:00+00:00,4503.68,4512.68,4494.68,4450.975117150596,55.544562326176596,CANCELLED,2026.05.29 01:00:00,2026.05.29 01:15:00
58,BUY,2026-05-29 07:45:00+00:00,2026-05-29 08:00:00+00:00,4508.53,4501.05,4516.01,4485.708401086643,35.250172324631095,TP,2026.05.29 10:45:00,2026.05.29 11:00:00
59,BUY,2026-05-29 14:00:00+00:00,2026-05-29 14:15:00+00:00,4535.46,4525.63,4545.29,4507.219875644979,30.391244132875293,CANCELLED,2026.05.29 17:00:00,2026.05.29 17:15:00
60,SELL,2026-05-29 21:00:00+00:00,2026-05-29 21:15:00+00:00,4557.71,4566.96,4548.46,4534.3095041071465,27.188304111617686,CANCELLED,2026.05.30 00:00:00,2026.05.30 00:15:00
61,SELL,2026-06-01 01:30:00+00:00,2026-06-01 01:45:00+00:00,4536.7,4543.71,4529.69,4538.696567361999,23.47426021354649,SL,2026.06.01 04:30:00,2026.06.01 04:45:00
62,SELL,2026-06-01 06:00:00+00:00,2026-06-01 06:15:00+00:00,4524.68,4535.44,4513.92,4536.056008782828,36.497725142058414,CANCELLED,2026.06.01 09:00:00,2026.06.01 09:15:00
63,SELL,2026-06-02 19:45:00+00:00,2026-06-02 20:00:00+00:00,4491.41,4503.76,4479.06,4509.312463066653,33.47751078895004,CANCELLED,2026.06.02 22:45:00,2026.06.02 23:00:00
64,SELL,2026-06-05 19:00:00+00:00,2026-06-05 19:15:00+00:00,4341.92,4357.77,4326.07,4424.8084151009,49.975001847852056,CANCELLED,2026.06.05 22:00:00,2026.06.05 22:15:00
65,BUY,2026-06-08 07:15:00+00:00,2026-06-08 07:30:00+00:00,4313.57,4304.97,4322.17,4346.541105646568,33.94919340206277,CANCELLED,2026.06.08 10:15:00,2026.06.08 10:30:00
66,BUY,2026-06-08 09:30:00+00:00,2026-06-08 09:45:00+00:00,4299.67,4285.1,4314.24,4335.13894479214,37.303554906822804,CANCELLED,2026.06.08 12:30:00,2026.06.08 12:45:00
67,SELL,2026-06-08 11:15:00+00:00,2026-06-08 11:30:00+00:00,4297.1,4311.78,4282.42,4327.385586392042,31.676183444726725,CANCELLED,2026.06.08 14:15:00,2026.06.08 14:30:00
68,SELL,2026-06-08 22:30:00+00:00,2026-06-08 22:45:00+00:00,4331.73,4337.16,4326.3,4328.474561112475,16.83214336841384,CANCELLED,2026.06.09 01:30:00,2026.06.09 01:45:00
69,SELL,2026-06-09 02:45:00+00:00,2026-06-09 03:00:00+00:00,4322.51,4328.97,4316.05,4327.239004290415,17.5399302626898,CANCELLED,2026.06.09 05:45:00,2026.06.09 06:00:00
70,BUY,2026-06-09 04:45:00+00:00,2026-06-09 05:00:00+00:00,4332.87,4318.64,4347.1,4327.126700535927,18.956852124823964,CANCELLED,2026.06.09 07:45:00,2026.06.09 08:00:00
71,SELL,2026-06-09 07:30:00+00:00,2026-06-09 07:45:00+00:00,4332.92,4342.05,4323.79,4329.44610377524,14.433862422973254,CANCELLED,2026.06.09 10:30:00,2026.06.09 10:45:00
72,SELL,2026-06-09 16:45:00+00:00,2026-06-09 17:00:00+00:00,4334.43,4345.46,4323.4,4333.205586124086,19.27514305100326,CANCELLED,2026.06.09 19:45:00,2026.06.09 20:00:00
73,SELL,2026-06-10 02:45:00+00:00,2026-06-10 03:00:00+00:00,4229.83,4247.3,4212.36,4279.741964141104,46.19567877043478,CANCELLED,2026.06.10 05:45:00,2026.06.10 06:00:00
74,SELL,2026-06-10 07:45:00+00:00,2026-06-10 08:00:00+00:00,4175.45,4187.3,4163.6,4234.847871825972,60.70866155643992,CANCELLED,2026.06.10 10:45:00,2026.06.10 11:00:00
75,SELL,2026-06-10 18:15:00+00:00,2026-06-10 18:30:00+00:00,4136.63,4163.41,4109.85,4180.660110695306,25.363689849091575,CANCELLED,2026.06.10 21:15:00,2026.06.10 21:30:00
76,SELL,2026-06-10 22:30:00+00:00,2026-06-10 22:45:00+00:00,4092.29,4107.78,4076.8,4149.994447749916,34.0244943576981,CANCELLED,2026.06.11 01:30:00,2026.06.11 01:45:00
77,BUY,2026-06-15 03:15:00+00:00,2026-06-15 03:30:00+00:00,4293.37,4281.65,4305.09,4229.970385099544,43.359280906803825,CANCELLED,2026.06.15 06:15:00,2026.06.15 06:30:00
78,BUY,2026-06-15 10:30:00+00:00,2026-06-15 10:45:00+00:00,4313.22,4304.23,4322.21,4284.163092895291,28.663389987567335,TP,2026.06.15 13:30:00,2026.06.15 13:45:00
79,BUY,2026-06-16 04:15:00+00:00,2026-06-16 04:30:00+00:00,4315.6,4307.86,4323.34,4320.9753738345225,25.807796639621554,CANCELLED,2026.06.16 07:15:00,2026.06.16 07:30:00
80,SELL,2026-06-17 06:15:00+00:00,2026-06-17 06:30:00+00:00,4334.15,4343.88,4324.42,4335.745671748137,14.103794218194333,CANCELLED,2026.06.17 09:15:00,2026.06.17 09:30:00
81,SELL,2026-06-17 07:45:00+00:00,2026-06-17 08:00:00+00:00,4325.76,4332.38,4319.14,4334.4009483751315,19.112617502320283,SL,2026.06.17 10:45:00,2026.06.17 11:00:00
82,BUY,2026-06-17 16:00:00+00:00,2026-06-17 16:15:00+00:00,4331.08,4321.82,4340.34,4330.0848385904965,13.980374027568777,CANCELLED,2026.06.17 19:00:00,2026.06.17 19:15:00
83,BUY,2026-06-17 21:00:00+00:00,2026-06-17 21:15:00+00:00,4373.79,4358.43,4389.15,4341.202752449353,22.710662296282628,CANCELLED,2026.06.18 00:00:00,2026.06.18 00:15:00
84,BUY,2026-06-18 03:30:00+00:00,2026-06-18 03:45:00+00:00,4294.74,4272.3,4317.18,4306.204606278808,18.701831256736803,CANCELLED,2026.06.18 06:30:00,2026.06.18 06:45:00
85,BUY,2026-06-18 16:30:00+00:00,2026-06-18 16:45:00+00:00,4252.85,4241.07,4264.63,4282.705045785579,29.811219145663344,CANCELLED,2026.06.18 19:30:00,2026.06.18 19:45:00
86,SELL,2026-06-18 18:45:00+00:00,2026-06-18 19:00:00+00:00,4236.71,4254.79,4218.63,4272.074961609921,25.067703065770218,CANCELLED,2026.06.18 21:45:00,2026.06.18 22:00:00
87,SELL,2026-06-18 22:30:00+00:00,2026-06-18 22:45:00+00:00,4208.69,4225.38,4192.0,4252.1883787362,31.33771247806187,CANCELLED,2026.06.19 01:30:00,2026.06.19 01:45:00
88,SELL,2026-06-19 05:30:00+00:00,2026-06-19 05:45:00+00:00,4180.27,4187.47,4173.07,4220.012862624228,36.10139454135904,TP,2026.06.19 08:30:00,2026.06.19 08:45:00
89,SELL,2026-06-22 03:00:00+00:00,2026-06-22 03:15:00+00:00,4147.19,4159.2,4135.18,4160.52720478393,11.58182189961369,CANCELLED,2026.06.22 06:00:00,2026.06.22 06:15:00
90,BUY,2026-06-22 04:15:00+00:00,2026-06-22 04:30:00+00:00,4200.9,4165.78,4236.02,4165.554980711418,19.644891644331985,CANCELLED,2026.06.22 07:15:00,2026.06.22 07:30:00
91,BUY,2026-06-23 04:00:00+00:00,2026-06-23 04:15:00+00:00,4190.03,4178.8,4201.26,4189.653519339546,9.259031390880583,CANCELLED,2026.06.23 07:00:00,2026.06.23 07:15:00
92,SELL,2026-06-23 23:15:00+00:00,2026-06-23 23:30:00+00:00,4113.01,4124.4,4101.62,4129.557875938396,15.403862256943066,CANCELLED,2026.06.24 02:15:00,2026.06.24 02:30:00
93,BUY,2026-06-24 08:45:00+00:00,2026-06-24 09:00:00+00:00,4072.33,4060.77,4083.89,4095.5687024337026,34.650840296139165,CANCELLED,2026.06.24 11:45:00,2026.06.24 12:00:00
94,SELL,2026-06-24 16:15:00+00:00,2026-06-24 16:30:00+00:00,3995.59,4020.9,3970.28,4065.597237141171,33.32509846592542,CANCELLED,2026.06.24 19:15:00,2026.06.24 19:30:00
95,BUY,2026-06-24 17:00:00+00:00,2026-06-24 17:15:00+00:00,4009.32,3964.54,4054.1,4061.6978077577237,27.91035353894698,CANCELLED,2026.06.24 20:00:00,2026.06.24 20:15:00
96,SELL,2026-06-26 06:00:00+00:00,2026-06-26 06:15:00+00:00,3995.57,4016.76,3974.38,4016.1538398781313,17.92501982022235,CANCELLED,2026.06.26 09:00:00,2026.06.26 09:15:00
97,BUY,2026-06-26 09:45:00+00:00,2026-06-26 10:00:00+00:00,4020.94,4006.75,4035.13,4014.91607750841,15.652891308961493,CANCELLED,2026.06.26 12:45:00,2026.06.26 13:00:00
98,SELL,2026-06-26 21:00:00+00:00,2026-06-26 21:15:00+00:00,4077.84,4085.14,4070.54,4055.814706266856,38.18940283852329,CANCELLED,2026.06.27 00:00:00,2026.06.27 00:15:00
99,BUY,2026-06-30 07:45:00+00:00,2026-06-30 08:00:00+00:00,3982.44,3968.15,3996.73,4002.052830131416,45.34046144182872,CANCELLED,2026.06.30 10:45:00,2026.06.30 11:00:00
100,BUY,2026-06-30 09:45:00+00:00,2026-06-30 10:00:00+00:00,4011.15,3977.98,4044.32,4001.2920676493372,34.732371123809365,CANCELLED,2026.06.30 12:45:00,2026.06.30 13:00:00
101,BUY,2026-06-30 13:15:00+00:00,2026-06-30 13:30:00+00:00,4021.51,4012.5,4030.52,4009.5681769179896,37.342663868882035,CANCELLED,2026.06.30 16:15:00,2026.06.30 16:30:00
102,SELL,2026-06-30 18:15:00+00:00,2026-06-30 18:30:00+00:00,4039.14,4058.5,4019.78,4020.3014761761797,27.77736806251209,CANCELLED,2026.06.30 21:15:00,2026.06.30 21:30:00
103,SELL,2026-06-30 22:30:00+00:00,2026-06-30 22:45:00+00:00,4025.09,4032.6,4017.58,4023.519420486744,13.828148427104313,CANCELLED,2026.07.01 01:30:00,2026.07.01 01:45:00
104,BUY,2026-07-01 14:30:00+00:00,2026-07-01 14:45:00+00:00,4015.21,3987.11,4043.31,3991.792172483023,32.881878493099094,CANCELLED,2026.07.01 17:30:00,2026.07.01 17:45:00
105,SELL,2026-07-01 23:15:00+00:00,2026-07-01 23:30:00+00:00,4039.64,4059.75,4019.53,4041.231431111046,29.80600448397552,CANCELLED,2026.07.02 02:15:00,2026.07.02 02:30:00
106,BUY,2026-07-02 06:45:00+00:00,2026-07-02 07:00:00+00:00,4062.09,4055.55,4068.63,4046.4142937158676,24.80365876479544,CANCELLED,2026.07.02 09:45:00,2026.07.02 10:00:00
107,BUY,2026-07-03 04:30:00+00:00,2026-07-03 04:45:00+00:00,4174.12,4135.26,4212.98,4117.471357948618,30.160871413328543,CANCELLED,2026.07.03 07:30:00,2026.07.03 07:45:00
108,BUY,2026-07-03 10:00:00+00:00,2026-07-03 10:15:00+00:00,4170.22,4160.48,4179.96,4147.721870378836,35.05317696359495,TP,2026.07.03 13:00:00,2026.07.03 13:15:00
109,BUY,2026-07-06 11:00:00+00:00,2026-07-06 11:15:00+00:00,4162.13,4150.3,4173.96,4166.053771900111,17.73741876351,CANCELLED,2026.07.06 14:00:00,2026.07.06 14:15:00
110,BUY,2026-07-06 14:00:00+00:00,2026-07-06 14:15:00+00:00,4152.5,4147.6,4157.4,4160.612892455968,17.838785069068287,CANCELLED,2026.07.06 17:00:00,2026.07.06 17:15:00
111,SELL,2026-07-07 03:15:00+00:00,2026-07-07 03:30:00+00:00,4158.45,4165.34,4151.56,4157.857336646871,19.610835438785838,CANCELLED,2026.07.07 06:15:00,2026.07.07 06:30:00
112,BUY,2026-07-08 20:00:00+00:00,2026-07-08 20:15:00+00:00,4053.55,4037.75,4069.35,4075.5330030347814,24.049784834169373,CANCELLED,2026.07.08 23:00:00,2026.07.08 23:15:00
113,BUY,2026-07-10 23:15:00+00:00,2026-07-10 23:30:00+00:00,4108.29,4100.57,4116.01,4106.603456225194,21.916838562164127,CANCELLED,2026.07.11 02:15:00,2026.07.11 02:30:00
114,BUY,2026-07-13 03:15:00+00:00,2026-07-13 03:30:00+00:00,4080.84,4071.82,4089.86,4099.182986239198,25.468466649100012,CANCELLED,2026.07.13 06:15:00,2026.07.13 06:30:00
115,SELL,2026-07-13 17:45:00+00:00,2026-07-13 18:00:00+00:00,4016.93,4046.92,3986.94,4062.437640154566,30.727506521846326,CANCELLED,2026.07.13 20:45:00,2026.07.13 21:00:00
116,BUY,2026-07-13 22:00:00+00:00,2026-07-13 22:15:00+00:00,3998.27,3986.8,4009.74,4036.1842080747956,49.32532223366139,CANCELLED,2026.07.14 01:00:00,2026.07.14 01:15:00
117,BUY,2026-07-14 01:30:00+00:00,2026-07-14 01:45:00+00:00,4003.97,3997.97,4009.97,4026.324829967315,38.973389118114355,CANCELLED,2026.07.14 04:30:00,2026.07.14 04:45:00
118,SELL,2026-07-15 05:00:00+00:00,2026-07-15 05:15:00+00:00,4042.54,4057.31,4027.77,4049.645657445779,19.550564309383695,CANCELLED,2026.07.15 08:00:00,2026.07.15 08:15:00
119,SELL,2026-07-15 10:45:00+00:00,2026-07-15 11:00:00+00:00,4027.01,4034.33,4019.69,4039.005617854943,25.192847838471554,SL,2026.07.15 13:45:00,2026.07.15 14:00:00
120,BUY,2026-07-15 15:00:00+00:00,2026-07-15 15:15:00+00:00,4035.61,4027.66,4043.56,4035.5312889514676,17.77375323008839,CANCELLED,2026.07.15 18:00:00,2026.07.15 18:15:00
121,BUY,2026-07-15 16:00:00+00:00,2026-07-15 16:15:00+00:00,4061.05,4037.53,4084.57,4038.3890938194704,27.78615776658836,CANCELLED,2026.07.15 19:00:00,2026.07.15 19:15:00
122,SELL,2026-07-15 19:30:00+00:00,2026-07-15 19:45:00+00:00,4040.71,4051.09,4030.33,4042.5494496733713,25.71182996240934,CANCELLED,2026.07.15 22:30:00,2026.07.15 22:45:00
123,BUY,2026-07-15 23:45:00+00:00,2026-07-16 00:00:00+00:00,4060.36,4055.21,4065.51,4049.3076479106,17.004784325836198,CANCELLED,2026.07.16 02:45:00,2026.07.16 03:00:00
124,SELL,2026-07-16 16:00:00+00:00,2026-07-16 16:15:00+00:00,4008.58,4032.02,3985.14,4032.0697047217477,27.414876630613303,CANCELLED,2026.07.16 19:00:00,2026.07.16 19:15:00
125,SELL,2026-07-16 19:30:00+00:00,2026-07-16 19:45:00+00:00,3991.35,4012.62,3970.08,4019.0165606204505,29.127223796796756,CANCELLED,2026.07.16 22:30:00,2026.07.16 22:45:00
126,SELL,2026-07-17 07:15:00+00:00,2026-07-17 07:30:00+00:00,3991.68,4001.59,3981.77,3992.8242047578747,18.499684357032915,CANCELLED,2026.07.17 10:15:00,2026.07.17 10:30:00
127,SELL,2026-07-17 16:00:00+00:00,2026-07-17 16:15:00+00:00,3973.74,3992.66,3954.82,3991.011368107783,20.84590681764137,CANCELLED,2026.07.17 19:00:00,2026.07.17 19:15:00
128,BUY,2026-07-21 04:00:00+00:00,2026-07-21 04:15:00+00:00,4022.33,4007.77,4036.89,4011.1325513902825,21.211125067331036,CANCELLED,2026.07.21 07:00:00,2026.07.21 07:15:00
129,BUY,2026-07-21 10:00:00+00:00,2026-07-21 10:15:00+00:00,4077.06,4068.35,4085.77,4034.0828853958583,58.979152275319215,CANCELLED,2026.07.21 13:00:00,2026.07.21 13:15:00
130,BUY,2026-07-21 17:30:00+00:00,2026-07-21 17:45:00+00:00,4060.34,4044.3,4076.38,4051.1003884915654,20.758258631983217,CANCELLED,2026.07.21 20:30:00,2026.07.21 20:45:00
131,BUY,2026-07-22 06:30:00+00:00,2026-07-22 06:45:00+00:00,4136.71,4126.3,4147.12,4089.6548214990266,53.18860111429754,CANCELLED,2026.07.22 09:30:00,2026.07.22 09:45:00
132,SELL,2026-07-23 21:00:00+00:00,2026-07-23 21:15:00+00:00,4044.36,4050.59,4038.13,4076.6842687014055,48.110282025800345,SL,2026.07.24 00:00:00,2026.07.24 00:15:00
133,BUY,2026-07-24 10:30:00+00:00,2026-07-24 10:45:00+00:00,4044.11,4031.72,4056.5,4045.806896123094,32.89203998151622,CANCELLED,2026.07.24 13:30:00,2026.07.24 13:45:00
